DateTime,Final price,Historical Low,price,release_date,game_age_days,month,original_price,is_on_sale,discount_percent,last_sale_date,days_since_last_sale,game_title
2025-06-26 17:48:19,19.99,19.99,19.99,2022-10-20 23:05:02,979,6,39.99,1,50.01250312578145,2025-06-26 17:48:19,0.0,Resident Evil 4
2025-06-26 19:57:51,19.99,19.99,19.99,2022-10-20 23:05:02,979,6,39.99,1,50.01250312578145,2025-06-26 19:57:51,0.0,Resident Evil 4
2025-07-10 17:11:07,39.99,19.99,39.99,2022-10-20 23:05:02,993,7,39.99,0,0.0,2025-06-26 19:57:51,13.0,Resident Evil 4
2025-08-11 17:11:12,19.99,19.99,19.99,2022-10-20 23:05:02,1025,8,39.99,1,50.01250312578145,2025-08-11 17:11:12,0.0,Resident Evil 4
2025-08-24 17:01:12,39.99,19.99,39.99,2022-10-20 23:05:02,1038,8,39.99,0,0.0,2025-08-11 17:11:12,12.0,Resident Evil 4
2025-09-23 17:01:14,19.99,19.99,19.99,2022-10-20 23:05:02,1068,9,39.99,1,50.01250312578145,2025-09-23 17:01:14,0.0,Resident Evil 4
2025-10-06 17:11:10,39.99,19.99,39.99,2022-10-20 23:05:02,1081,10,39.99,0,0.0,2025-09-23 17:01:14,13.0,Resident Evil 4
2025-10-29 17:01:12,19.99,19.99,19.99,2022-10-20 23:05:02,1104,10,39.99,1,50.01250312578145,2025-10-29 17:01:12,0.0,Resident Evil 4
2025-11-11 17:05:06,39.99,19.99,39.99,2022-10-20 23:05:02,1117,11,39.99,0,0.0,2025-10-29 17:01:12,13.0,Resident Evil 4
2025-12-11 00:10:30,39.99,19.99,39.99,2022-10-20 23:05:02,1147,12,39.99,0,0.0,2025-10-29 17:01:12,42.0,Resident Evil 4
2025-12-11 00:10:30,,19.99,,2022-10-20 23:05:02,1147,12,39.99,0,0.0,2025-10-29 17:01:12,42.0,Resident Evil 4
2016-11-01 17:10:18,59.99,59.99,59.99,2016-11-01 17:10:18,0,11,59.99,0,0.0,,999.0,Resident Evil 7
2017-03-23 17:30:11,44.99,44.99,44.99,2016-11-01 17:10:18,142,3,44.99,0,0.0,,999.0,Resident Evil 7
2017-03-27 17:32:19,59.99,44.99,59.99,2016-11-01 17:10:18,146,3,59.99,0,0.0,,999.0,Resident Evil 7
2017-06-22 21:26:45,35.99,35.99,35.99,2016-11-01 17:10:18,233,6,59.99,1,40.00666777796299,2017-06-22 21:26:45,0.0,Resident Evil 7
2017-07-05 17:34:20,59.99,35.99,59.99,2016-11-01 17:10:18,246,7,59.99,0,0.0,2017-06-22 21:26:45,12.0,Resident Evil 7
2017-08-17 17:10:12,35.99,35.99,35.99,2016-11-01 17:10:18,288,8,59.99,1,40.00666777796299,2017-08-17 17:10:12,0.0,Resident Evil 7
2017-08-17 17:11:06,59.99,35.99,59.99,2016-11-01 17:10:18,289,8,59.99,0,0.0,2017-08-17 17:10:12,0.0,Resident Evil 7
2017-08-17 17:12:45,35.99,35.99,35.99,2016-11-01 17:10:18,289,8,59.99,1,40.00666777796299,2017-08-17 17:12:45,0.0,Resident Evil 7
2017-08-17 17:13:48,59.99,35.99,59.99,2016-11-01 17:10:18,289,8,59.99,0,0.0,2017-08-17 17:12:45,0.0,Resident Evil 7
2017-08-17 17:15:28,35.99,35.99,35.99,2016-11-01 17:10:18,289,8,59.99,1,40.00666777796299,2017-08-17 17:15:28,0.0,Resident Evil 7
2017-08-21 17:21:33,59.99,35.99,59.99,2016-11-01 17:10:18,293,8,59.99,0,0.0,2017-08-17 17:15:28,4.0,Resident Evil 7
2017-10-26 17:12:35,29.99,29.99,29.99,2016-11-01 17:10:18,359,10,59.99,1,50.00833472245374,2017-10-26 17:12:35,0.0,Resident Evil 7
2017-10-26 17:23:43,59.99,29.99,59.99,2016-11-01 17:10:18,359,10,59.99,0,0.0,2017-10-26 17:12:35,0.0,Resident Evil 7
2017-10-26 21:05:11,29.99,29.99,29.99,2016-11-01 17:10:18,359,10,59.99,1,50.00833472245374,2017-10-26 21:05:11,0.0,Resident Evil 7
2017-11-01 17:24:15,59.99,29.99,59.99,2016-11-01 17:10:18,365,11,59.99,0,0.0,2017-10-26 21:05:11,5.0,Resident Evil 7
2017-11-22 18:46:25,29.99,29.99,29.99,2016-11-01 17:10:18,386,11,59.99,1,50.00833472245374,2017-11-22 18:46:25,0.0,Resident Evil 7
2017-11-28 18:16:21,59.99,29.99,59.99,2016-11-01 17:10:18,392,11,59.99,0,0.0,2017-11-22 18:46:25,5.0,Resident Evil 7
2017-12-07 18:10:26,29.99,29.99,29.99,2016-11-01 17:10:18,401,12,59.99,1,50.00833472245374,2017-12-07 18:10:26,0.0,Resident Evil 7
2017-12-09 18:10:33,59.99,29.99,59.99,2016-11-01 17:10:18,403,12,59.99,0,0.0,2017-12-07 18:10:26,2.0,Resident Evil 7
2017-12-12 08:11:09,29.99,29.99,29.99,2016-11-01 17:10:18,405,12,59.99,1,50.00833472245374,2017-12-12 08:11:09,0.0,Resident Evil 7
2017-12-21 18:07:57,23.99,23.99,23.99,2016-11-01 17:10:18,415,12,59.99,1,60.010001666944504,2017-12-21 18:07:57,0.0,Resident Evil 7
2018-01-04 18:52:10,29.99,23.99,29.99,2016-11-01 17:10:18,429,1,59.99,1,50.00833472245374,2018-01-04 18:52:10,0.0,Resident Evil 7
2018-02-15 18:09:07,23.99,23.99,23.99,2016-11-01 17:10:18,471,2,59.99,1,60.010001666944504,2018-02-15 18:09:07,0.0,Resident Evil 7
2018-02-19 18:19:32,29.99,23.99,29.99,2016-11-01 17:10:18,475,2,59.99,1,50.00833472245374,2018-02-19 18:19:32,0.0,Resident Evil 7
2018-03-20 17:00:22,22.49,22.49,22.49,2016-11-01 17:10:18,503,3,59.99,1,62.51041840306718,2018-03-20 17:00:22,0.0,Resident Evil 7
2018-03-22 17:00:35,29.99,22.49,29.99,2016-11-01 17:10:18,505,3,59.99,1,50.00833472245374,2018-03-22 17:00:35,0.0,Resident Evil 7
2018-06-21 17:56:02,19.49,19.49,19.49,2016-11-01 17:10:18,597,6,59.99,1,67.51125187531255,2018-06-21 17:56:02,0.0,Resident Evil 7
2018-07-05 17:20:19,29.99,19.49,29.99,2016-11-01 17:10:18,611,7,59.99,1,50.00833472245374,2018-07-05 17:20:19,0.0,Resident Evil 7
2018-09-19 17:10:37,19.49,19.49,19.49,2016-11-01 17:10:18,687,9,59.99,1,67.51125187531255,2018-09-19 17:10:37,0.0,Resident Evil 7
2018-09-24 17:13:01,29.99,19.49,29.99,2016-11-01 17:10:18,692,9,29.99,0,0.0,2018-09-19 17:10:37,5.0,Resident Evil 7
2018-10-29 17:48:25,19.49,19.49,19.49,2016-11-01 17:10:18,727,10,29.99,1,35.01167055685228,2018-10-29 17:48:25,0.0,Resident Evil 7
2018-11-01 17:55:05,29.99,19.49,29.99,2016-11-01 17:10:18,730,11,29.99,0,0.0,2018-10-29 17:48:25,3.0,Resident Evil 7
2018-11-21 18:55:23,19.49,19.49,19.49,2016-11-01 17:10:18,750,11,29.99,1,35.01167055685228,2018-11-21 18:55:23,0.0,Resident Evil 7
2018-11-27 19:05:46,29.99,19.49,29.99,2016-11-01 17:10:18,756,11,29.99,0,0.0,2018-11-21 18:55:23,6.0,Resident Evil 7
2018-12-20 18:07:40,19.49,19.49,19.49,2016-11-01 17:10:18,779,12,29.99,1,35.01167055685228,2018-12-20 18:07:40,0.0,Resident Evil 7
2019-01-08 06:11:51,29.99,19.49,29.99,2016-11-01 17:10:18,797,1,29.99,0,0.0,2018-12-20 18:07:40,18.0,Resident Evil 7
2019-04-25 17:11:34,14.99,14.99,14.99,2016-11-01 17:10:18,905,4,29.99,1,50.01667222407469,2019-04-25 17:11:34,0.0,Resident Evil 7
2019-05-06 17:25:16,29.99,14.99,29.99,2016-11-01 17:10:18,916,5,29.99,0,0.0,2019-04-25 17:11:34,11.0,Resident Evil 7
2019-06-25 17:46:24,14.99,14.99,14.99,2016-11-01 17:10:18,966,6,29.99,1,50.01667222407469,2019-06-25 17:46:24,0.0,Resident Evil 7
2019-07-09 18:02:01,29.99,14.99,29.99,2016-11-01 17:10:18,980,7,29.99,0,0.0,2019-06-25 17:46:24,14.0,Resident Evil 7
2019-09-10 17:10:56,14.99,14.99,14.99,2016-11-01 17:10:18,1043,9,29.99,1,50.01667222407469,2019-09-10 17:10:56,0.0,Resident Evil 7
2019-09-13 17:11:39,29.99,14.99,29.99,2016-11-01 17:10:18,1046,9,29.99,0,0.0,2019-09-10 17:10:56,3.0,Resident Evil 7
2019-10-28 17:12:11,14.99,14.99,14.99,2016-11-01 17:10:18,1091,10,29.99,1,50.01667222407469,2019-10-28 17:12:11,0.0,Resident Evil 7
2019-11-01 17:19:23,29.99,14.99,29.99,2016-11-01 17:10:18,1095,11,29.99,0,0.0,2019-10-28 17:12:11,4.0,Resident Evil 7
2019-11-26 18:08:54,14.99,14.99,14.99,2016-11-01 17:10:18,1120,11,29.99,1,50.01667222407469,2019-11-26 18:08:54,0.0,Resident Evil 7
2019-12-03 18:12:13,29.99,14.99,29.99,2016-11-01 17:10:18,1127,12,29.99,0,0.0,2019-11-26 18:08:54,7.0,Resident Evil 7
2019-12-12 18:02:03,14.99,14.99,14.99,2016-11-01 17:10:18,1136,12,29.99,1,50.01667222407469,2019-12-12 18:02:03,0.0,Resident Evil 7
2019-12-14 18:11:54,29.99,14.99,29.99,2016-11-01 17:10:18,1138,12,29.99,0,0.0,2019-12-12 18:02:03,2.0,Resident Evil 7
2019-12-19 18:08:01,14.99,14.99,14.99,2016-11-01 17:10:18,1143,12,29.99,1,50.01667222407469,2019-12-19 18:08:01,0.0,Resident Evil 7
2020-01-02 18:14:14,29.99,14.99,29.99,2016-11-01 17:10:18,1157,1,29.99,0,0.0,2019-12-19 18:08:01,14.0,Resident Evil 7
2020-01-23 18:11:51,14.99,14.99,14.99,2016-11-01 17:10:18,1178,1,29.99,1,50.01667222407469,2020-01-23 18:11:51,0.0,Resident Evil 7
2020-01-27 19:23:54,29.99,14.99,29.99,2016-11-01 17:10:18,1182,1,29.99,0,0.0,2020-01-23 18:11:51,4.0,Resident Evil 7
2020-02-11 18:02:42,14.99,14.99,14.99,2016-11-01 17:10:18,1197,2,29.99,1,50.01667222407469,2020-02-11 18:02:42,0.0,Resident Evil 7
2020-02-17 18:24:41,29.99,14.99,29.99,2016-11-01 17:10:18,1203,2,29.99,0,0.0,2020-02-11 18:02:42,6.0,Resident Evil 7
2020-03-19 17:23:30,14.99,14.99,14.99,2016-11-01 17:10:18,1234,3,29.99,1,50.01667222407469,2020-03-19 17:23:30,0.0,Resident Evil 7
2020-03-31 18:21:14,29.99,14.99,29.99,2016-11-01 17:10:18,1246,3,29.99,0,0.0,2020-03-19 17:23:30,12.0,Resident Evil 7
2020-04-30 17:05:40,14.99,14.99,14.99,2016-11-01 17:10:18,1275,4,29.99,1,50.01667222407469,2020-04-30 17:05:40,0.0,Resident Evil 7
2020-05-06 17:06:58,29.99,14.99,29.99,2016-11-01 17:10:18,1281,5,29.99,0,0.0,2020-04-30 17:05:40,6.0,Resident Evil 7
2020-06-04 17:10:02,9.89,9.89,9.89,2016-11-01 17:10:18,1310,6,29.99,1,67.02234078026008,2020-06-04 17:10:02,0.0,Resident Evil 7
2020-06-15 17:03:47,29.99,9.89,29.99,2016-11-01 17:10:18,1321,6,29.99,0,0.0,2020-06-04 17:10:02,10.0,Resident Evil 7
2020-06-25 17:08:18,9.89,9.89,9.89,2016-11-01 17:10:18,1331,6,29.99,1,67.02234078026008,2020-06-25 17:08:18,0.0,Resident Evil 7
2020-07-09 17:40:21,29.99,9.89,29.99,2016-11-01 17:10:18,1346,7,29.99,0,0.0,2020-06-25 17:08:18,14.0,Resident Evil 7
2020-09-17 17:16:15,9.89,9.89,9.89,2016-11-01 17:10:18,1416,9,29.99,1,67.02234078026008,2020-09-17 17:16:15,0.0,Resident Evil 7
2020-09-21 17:04:06,29.99,9.89,29.99,2016-11-01 17:10:18,1419,9,29.99,0,0.0,2020-09-17 17:16:15,3.0,Resident Evil 7
2020-09-24 17:10:37,9.89,9.89,9.89,2016-11-01 17:10:18,1423,9,29.99,1,67.02234078026008,2020-09-24 17:10:37,0.0,Resident Evil 7
2020-09-28 17:14:25,29.99,9.89,29.99,2016-11-01 17:10:18,1427,9,29.99,0,0.0,2020-09-24 17:10:37,4.0,Resident Evil 7
2020-10-29 17:03:44,9.89,9.89,9.89,2016-11-01 17:10:18,1457,10,29.99,1,67.02234078026008,2020-10-29 17:03:44,0.0,Resident Evil 7
2020-11-02 18:27:03,29.99,9.89,29.99,2016-11-01 17:10:18,1462,11,29.99,0,0.0,2020-10-29 17:03:44,4.0,Resident Evil 7
2020-11-25 18:07:53,9.89,9.89,9.89,2016-11-01 17:10:18,1485,11,29.99,1,67.02234078026008,2020-11-25 18:07:53,0.0,Resident Evil 7
2020-12-01 18:14:27,29.99,9.89,29.99,2016-11-01 17:10:18,1491,12,29.99,0,0.0,2020-11-25 18:07:53,6.0,Resident Evil 7
2020-12-09 18:02:48,9.89,9.89,9.89,2016-11-01 17:10:18,1499,12,29.99,1,67.02234078026008,2020-12-09 18:02:48,0.0,Resident Evil 7
2020-12-14 18:16:14,29.99,9.89,29.99,2016-11-01 17:10:18,1504,12,29.99,0,0.0,2020-12-09 18:02:48,5.0,Resident Evil 7
2020-12-22 18:14:10,9.89,9.89,9.89,2016-11-01 17:10:18,1512,12,29.99,1,67.02234078026008,2020-12-22 18:14:10,0.0,Resident Evil 7
2021-01-05 19:34:13,29.99,9.89,29.99,2016-11-01 17:10:18,1526,1,29.99,0,0.0,2020-12-22 18:14:10,14.0,Resident Evil 7
2021-01-21 18:09:47,9.89,9.89,9.89,2016-11-01 17:10:18,1542,1,29.99,1,67.02234078026008,2021-01-21 18:09:47,0.0,Resident Evil 7
2021-01-25 18:30:59,29.99,9.89,29.99,2016-11-01 17:10:18,1546,1,29.99,0,0.0,2021-01-21 18:09:47,4.0,Resident Evil 7
2021-02-11 18:07:52,9.89,9.89,9.89,2016-11-01 17:10:18,1563,2,29.99,1,67.02234078026008,2021-02-11 18:07:52,0.0,Resident Evil 7
2021-02-15 18:59:13,29.99,9.89,29.99,2016-11-01 17:10:18,1567,2,29.99,0,0.0,2021-02-11 18:07:52,4.0,Resident Evil 7
2021-04-13 17:08:46,9.89,9.89,9.89,2016-11-01 17:10:18,1623,4,29.99,1,67.02234078026008,2021-04-13 17:08:46,0.0,Resident Evil 7
2021-04-20 17:05:50,29.99,9.89,29.99,2016-11-01 17:10:18,1630,4,29.99,0,0.0,2021-04-13 17:08:46,6.0,Resident Evil 7
2021-06-24 18:45:32,9.89,9.89,9.89,2016-11-01 17:10:18,1696,6,29.99,1,67.02234078026008,2021-06-24 18:45:32,0.0,Resident Evil 7
2021-07-21 17:05:14,29.99,9.89,29.99,2016-11-01 17:10:18,1722,7,29.99,0,0.0,2021-06-24 18:45:32,26.0,Resident Evil 7
2021-10-20 17:05:12,9.89,9.89,9.89,2016-11-01 17:10:18,1813,10,29.99,1,67.02234078026008,2021-10-20 17:05:12,0.0,Resident Evil 7
2021-11-01 17:51:00,29.99,9.89,29.99,2016-11-01 17:10:18,1826,11,29.99,0,0.0,2021-10-20 17:05:12,12.0,Resident Evil 7
2021-11-24 18:13:25,9.89,9.89,9.89,2016-11-01 17:10:18,1849,11,29.99,1,67.02234078026008,2021-11-24 18:13:25,0.0,Resident Evil 7
2021-12-01 18:20:26,29.99,9.89,29.99,2016-11-01 17:10:18,1856,12,29.99,0,0.0,2021-11-24 18:13:25,7.0,Resident Evil 7
2021-12-08 18:01:33,9.89,9.89,9.89,2016-11-01 17:10:18,1863,12,29.99,1,67.02234078026008,2021-12-08 18:01:33,0.0,Resident Evil 7
2021-12-13 18:01:41,29.99,9.89,29.99,2016-11-01 17:10:18,1868,12,29.99,0,0.0,2021-12-08 18:01:33,5.0,Resident Evil 7
2021-12-22 18:02:10,9.89,9.89,9.89,2016-11-01 17:10:18,1877,12,29.99,1,67.02234078026008,2021-12-22 18:02:10,0.0,Resident Evil 7
2022-01-05 18:20:43,29.99,9.89,29.99,2016-11-01 17:10:18,1891,1,29.99,0,0.0,2021-12-22 18:02:10,14.0,Resident Evil 7
2022-01-27 18:22:03,9.89,9.89,9.89,2016-11-01 17:10:18,1913,1,29.99,1,67.02234078026008,2022-01-27 18:22:03,0.0,Resident Evil 7
2022-02-03 18:22:04,29.99,9.89,29.99,2016-11-01 17:10:18,1920,2,29.99,0,0.0,2022-01-27 18:22:03,7.0,Resident Evil 7
2022-03-14 18:39:21,9.89,9.89,9.89,2016-11-01 17:10:18,1959,3,29.99,1,67.02234078026008,2022-03-14 18:39:21,0.0,Resident Evil 7
2022-03-21 17:21:44,29.99,9.89,29.99,2016-11-01 17:10:18,1966,3,29.99,0,0.0,2022-03-14 18:39:21,6.0,Resident Evil 7
2022-04-25 17:10:06,15.89,9.89,15.89,2016-11-01 17:10:18,2000,4,29.99,1,47.01567189063021,2022-04-25 17:10:06,0.0,Resident Evil 7
2022-05-02 17:21:43,29.99,9.89,29.99,2016-11-01 17:10:18,2008,5,29.99,0,0.0,2022-04-25 17:10:06,7.0,Resident Evil 7
2022-05-18 07:05:02,19.99,9.89,19.99,2016-11-01 17:10:18,2023,5,29.99,1,33.34444814938313,2022-05-18 07:05:02,0.0,Resident Evil 7
2022-05-24 23:01:03,79.99,9.89,79.99,2016-11-01 17:10:18,2030,5,29.99,0,0.0,2022-05-18 07:05:02,6.0,Resident Evil 7
2022-05-25 03:01:02,19.99,9.89,19.99,2016-11-01 17:10:18,2030,5,29.99,1,33.34444814938313,2022-05-25 03:01:02,0.0,Resident Evil 7
2022-05-31 17:20:04,9.99,9.89,9.99,2016-11-01 17:10:18,2037,5,29.99,1,66.68889629876625,2022-05-31 17:20:04,0.0,Resident Evil 7
2022-06-12 17:01:35,19.99,9.89,19.99,2016-11-01 17:10:18,2048,6,29.99,1,33.34444814938313,2022-06-12 17:01:35,0.0,Resident Evil 7
2022-06-23 17:24:46,9.99,9.89,9.99,2016-11-01 17:10:18,2060,6,29.99,1,66.68889629876625,2022-06-23 17:24:46,0.0,Resident Evil 7
2022-06-23 17:34:00,9.99,9.89,9.99,2016-11-01 17:10:18,2060,6,29.99,1,66.68889629876625,2022-06-23 17:34:00,0.0,Resident Evil 7
2022-07-07 17:22:06,19.99,9.89,19.99,2016-11-01 17:10:18,2074,7,29.99,1,33.34444814938313,2022-07-07 17:22:06,0.0,Resident Evil 7
2022-07-13 17:01:34,9.99,9.89,9.99,2016-11-01 17:10:18,2079,7,29.99,1,66.68889629876625,2022-07-13 17:01:34,0.0,Resident Evil 7
2022-07-26 17:01:32,19.99,9.89,19.99,2016-11-01 17:10:18,2092,7,29.99,1,33.34444814938313,2022-07-26 17:01:32,0.0,Resident Evil 7
2022-09-08 17:01:40,9.99,9.89,9.99,2016-11-01 17:10:18,2136,9,29.99,1,66.68889629876625,2022-09-08 17:01:40,0.0,Resident Evil 7
2022-09-19 17:21:45,19.99,9.89,19.99,2016-11-01 17:10:18,2148,9,29.99,1,33.34444814938313,2022-09-19 17:21:45,0.0,Resident Evil 7
2022-10-19 17:01:37,9.99,9.89,9.99,2016-11-01 17:10:18,2177,10,29.99,1,66.68889629876625,2022-10-19 17:01:37,0.0,Resident Evil 7
2022-11-01 17:21:45,19.99,9.89,19.99,2016-11-01 17:10:18,2191,11,29.99,1,33.34444814938313,2022-11-01 17:21:45,0.0,Resident Evil 7
2022-11-22 18:15:00,7.99,7.99,7.99,2016-11-01 17:10:18,2212,11,29.99,1,73.35778592864288,2022-11-22 18:15:00,0.0,Resident Evil 7
2022-11-29 18:27:18,19.99,7.99,19.99,2016-11-01 17:10:18,2219,11,29.99,1,33.34444814938313,2022-11-29 18:27:18,0.0,Resident Evil 7
2022-12-08 18:01:38,7.99,7.99,7.99,2016-11-01 17:10:18,2228,12,29.99,1,73.35778592864288,2022-12-08 18:01:38,0.0,Resident Evil 7
2022-12-14 18:01:37,19.99,7.99,19.99,2016-11-01 17:10:18,2234,12,29.99,1,33.34444814938313,2022-12-14 18:01:37,0.0,Resident Evil 7
2022-12-22 18:16:08,7.99,7.99,7.99,2016-11-01 17:10:18,2242,12,29.99,1,73.35778592864288,2022-12-22 18:16:08,0.0,Resident Evil 7
2023-01-05 18:22:12,19.99,7.99,19.99,2016-11-01 17:10:18,2256,1,29.99,1,33.34444814938313,2023-01-05 18:22:12,0.0,Resident Evil 7
2023-01-19 18:01:38,7.99,7.99,7.99,2016-11-01 17:10:18,2270,1,29.99,1,73.35778592864288,2023-01-19 18:01:38,0.0,Resident Evil 7
2023-01-31 18:01:37,19.99,7.99,19.99,2016-11-01 17:10:18,2282,1,29.99,1,33.34444814938313,2023-01-31 18:01:37,0.0,Resident Evil 7
2023-03-03 18:01:35,7.99,7.99,7.99,2016-11-01 17:10:18,2313,3,29.99,1,73.35778592864288,2023-03-03 18:01:35,0.0,Resident Evil 7
2023-03-23 17:22:01,19.99,7.99,19.99,2016-11-01 17:10:18,2333,3,29.99,1,33.34444814938313,2023-03-23 17:22:01,0.0,Resident Evil 7
2023-04-24 17:21:45,7.99,7.99,7.99,2016-11-01 17:10:18,2365,4,29.99,1,73.35778592864288,2023-04-24 17:21:45,0.0,Resident Evil 7
2023-05-07 17:01:32,19.99,7.99,19.99,2016-11-01 17:10:18,2377,5,29.99,1,33.34444814938313,2023-05-07 17:01:32,0.0,Resident Evil 7
2023-06-06 17:01:33,7.99,7.99,7.99,2016-11-01 17:10:18,2407,6,29.99,1,73.35778592864288,2023-06-06 17:01:33,0.0,Resident Evil 7
2023-06-20 17:01:31,19.99,7.99,19.99,2016-11-01 17:10:18,2421,6,29.99,1,33.34444814938313,2023-06-20 17:01:31,0.0,Resident Evil 7
2023-06-29 17:14:05,7.99,7.99,7.99,2016-11-01 17:10:18,2431,6,29.99,1,73.35778592864288,2023-06-29 17:14:05,0.0,Resident Evil 7
2023-07-13 17:22:06,19.99,7.99,19.99,2016-11-01 17:10:18,2445,7,19.99,0,0.0,2023-06-29 17:14:05,14.0,Resident Evil 7
2023-07-24 17:21:43,7.99,7.99,7.99,2016-11-01 17:10:18,2456,7,19.99,1,60.03001500750374,2023-07-24 17:21:43,0.0,Resident Evil 7
2023-08-07 17:21:40,19.99,7.99,19.99,2016-11-01 17:10:18,2470,8,19.99,0,0.0,2023-07-24 17:21:43,13.0,Resident Evil 7
2023-09-11 17:21:41,7.99,7.99,7.99,2016-11-01 17:10:18,2505,9,19.99,1,60.03001500750374,2023-09-11 17:21:41,0.0,Resident Evil 7
2023-09-25 17:21:40,19.99,7.99,19.99,2016-11-01 17:10:18,2519,9,19.99,0,0.0,2023-09-11 17:21:41,13.0,Resident Evil 7
2023-10-25 17:01:28,7.99,7.99,7.99,2016-11-01 17:10:18,2548,10,19.99,1,60.03001500750374,2023-10-25 17:01:28,0.0,Resident Evil 7
2023-11-07 17:05:02,19.99,7.99,19.99,2016-11-01 17:10:18,2561,11,19.99,0,0.0,2023-10-25 17:01:28,13.0,Resident Evil 7
2023-11-21 18:28:50,7.99,7.99,7.99,2016-11-01 17:10:18,2576,11,19.99,1,60.03001500750374,2023-11-21 18:28:50,0.0,Resident Evil 7
2023-11-28 18:27:15,19.99,7.99,19.99,2016-11-01 17:10:18,2583,11,19.99,0,0.0,2023-11-21 18:28:50,6.0,Resident Evil 7
2023-12-07 18:01:38,7.99,7.99,7.99,2016-11-01 17:10:18,2592,12,19.99,1,60.03001500750374,2023-12-07 18:01:38,0.0,Resident Evil 7
2024-01-04 18:27:34,19.99,7.99,19.99,2016-11-01 17:10:18,2620,1,19.99,0,0.0,2023-12-07 18:01:38,28.0,Resident Evil 7
2024-01-24 18:01:30,7.99,7.99,7.99,2016-11-01 17:10:18,2640,1,19.99,1,60.03001500750374,2024-01-24 18:01:30,0.0,Resident Evil 7
2024-01-30 18:01:32,19.99,7.99,19.99,2016-11-01 17:10:18,2646,1,19.99,0,0.0,2024-01-24 18:01:30,6.0,Resident Evil 7
2024-02-29 18:01:34,7.99,7.99,7.99,2016-11-01 17:10:18,2676,2,19.99,1,60.03001500750374,2024-02-29 18:01:34,0.0,Resident Evil 7
2024-03-21 17:27:21,19.99,7.99,19.99,2016-11-01 17:10:18,2697,3,19.99,0,0.0,2024-02-29 18:01:34,20.0,Resident Evil 7
2024-04-15 17:21:44,7.99,7.99,7.99,2016-11-01 17:10:18,2722,4,19.99,1,60.03001500750374,2024-04-15 17:21:44,0.0,Resident Evil 7
2024-04-29 17:21:44,19.99,7.99,19.99,2016-11-01 17:10:18,2736,4,19.99,0,0.0,2024-04-15 17:21:44,14.0,Resident Evil 7
2024-06-07 17:01:33,7.99,7.99,7.99,2016-11-01 17:10:18,2774,6,19.99,1,60.03001500750374,2024-06-07 17:01:33,0.0,Resident Evil 7
2024-06-21 17:01:34,19.99,7.99,19.99,2016-11-01 17:10:18,2788,6,19.99,0,0.0,2024-06-07 17:01:33,14.0,Resident Evil 7
2024-06-27 17:50:34,7.99,7.99,7.99,2016-11-01 17:10:18,2795,6,19.99,1,60.03001500750374,2024-06-27 17:50:34,0.0,Resident Evil 7
2024-07-11 17:27:17,19.99,7.99,19.99,2016-11-01 17:10:18,2809,7,19.99,0,0.0,2024-06-27 17:50:34,13.0,Resident Evil 7
2024-07-22 17:21:47,7.99,7.99,7.99,2016-11-01 17:10:18,2820,7,19.99,1,60.03001500750374,2024-07-22 17:21:47,0.0,Resident Evil 7
2024-08-05 17:21:45,19.99,7.99,19.99,2016-11-01 17:10:18,2834,8,19.99,0,0.0,2024-07-22 17:21:47,13.0,Resident Evil 7
2024-09-16 17:27:58,7.99,7.99,7.99,2016-11-01 17:10:18,2876,9,19.99,1,60.03001500750374,2024-09-16 17:27:58,0.0,Resident Evil 7
2024-09-29 17:04:37,19.99,7.99,19.99,2016-11-01 17:10:18,2888,9,19.99,0,0.0,2024-09-16 17:27:58,12.0,Resident Evil 7
2024-10-29 17:01:33,7.99,7.99,7.99,2016-11-01 17:10:18,2918,10,19.99,1,60.03001500750374,2024-10-29 17:01:33,0.0,Resident Evil 7
2024-11-12 17:05:01,19.99,7.99,19.99,2016-11-01 17:10:18,2932,11,19.99,0,0.0,2024-10-29 17:01:33,14.0,Resident Evil 7
2024-11-27 18:21:38,7.99,7.99,7.99,2016-11-01 17:10:18,2948,11,19.99,1,60.03001500750374,2024-11-27 18:21:38,0.0,Resident Evil 7
2024-12-04 18:27:22,19.99,7.99,19.99,2016-11-01 17:10:18,2955,12,19.99,0,0.0,2024-11-27 18:21:38,7.0,Resident Evil 7
2024-12-12 18:01:38,7.99,7.99,7.99,2016-11-01 17:10:18,2963,12,19.99,1,60.03001500750374,2024-12-12 18:01:38,0.0,Resident Evil 7
2025-01-02 19:01:27,19.99,7.99,19.99,2016-11-01 17:10:18,2984,1,19.99,0,0.0,2024-12-12 18:01:38,21.0,Resident Evil 7
2025-01-27 18:21:24,7.99,7.99,7.99,2016-11-01 17:10:18,3009,1,19.99,1,60.03001500750374,2025-01-27 18:21:24,0.0,Resident Evil 7
2025-02-10 18:21:21,19.99,7.99,19.99,2016-11-01 17:10:18,3023,2,19.99,0,0.0,2025-01-27 18:21:24,13.0,Resident Evil 7
2025-03-12 17:01:23,7.99,7.99,7.99,2016-11-01 17:10:18,3052,3,19.99,1,60.03001500750374,2025-03-12 17:01:23,0.0,Resident Evil 7
2025-03-24 17:21:16,19.99,7.99,19.99,2016-11-01 17:10:18,3065,3,19.99,0,0.0,2025-03-12 17:01:23,12.0,Resident Evil 7
2025-04-23 17:01:11,7.99,7.99,7.99,2016-11-01 17:10:18,3094,4,19.99,1,60.03001500750374,2025-04-23 17:01:11,0.0,Resident Evil 7
